numberOfData, addingTime, findingTime, deletingTime
7627, 0, 1400, 600
7628, 100, 600, 600
7629, 0, 600, 500
7630, 100, 1500, 500
7631, 0, 600, 500
7632, 0, 600, 500
7633, 100, 1500, 600
7634, 0, 500, 500
7635, 0, 600, 500
7636, 0, 1400, 500
7637, 0, 600, 600
7638, 0, 600, 500
7639, 0, 1400, 500
7640, 0, 500, 500
7641, 0, 600, 500
7642, 100, 1500, 600
7643, 0, 500, 500
7644, 0, 600, 500
7645, 100, 1400, 600
7646, 0, 600, 600
7647, 0, 1400, 500
7648, 0, 600, 600
7649, 100, 600, 500
7650, 100, 600, 600
7651, 100, 600, 600
7652, 100, 600, 500
7653, 0, 600, 500
7654, 100, 600, 500
7655, 100, 600, 600
7656, 0, 500, 500
7657, 0, 1000, 800
7658, 0, 900, 500
7659, 0, 600, 600
7660, 100, 600, 600
7661, 100, 600, 500
7662, 100, 600, 600
7663, 0, 600, 500
7664, 0, 600, 500
7665, 100, 600, 600
7666, 100, 600, 600
7667, 100, 1000, 500
7668, 100, 600, 500
7669, 100, 600, 600
7670, 0, 600, 500
7671, 100, 700, 500
7672, 100, 600, 600
7673, 100, 600, 600
7674, 100, 600, 600
7675, 100, 600, 500
7676, 100, 600, 600
7677, 100, 600, 600
7678, 0, 600, 600
7679, 0, 600, 600
7680, 100, 1000, 800
7681, 0, 600, 900
7682, 0, 600, 500
7683, 100, 600, 500
7684, 0, 700, 500
7685, 100, 600, 600
7686, 100, 600, 500
7687, 100, 600, 600
7688, 500, 5000, 1400
7689, 100, 700, 600
7690, 0, 600, 500
7691, 100, 600, 600
7692, 0, 600, 500
7693, 0, 700, 500
7694, 100, 600, 500
7695, 100, 600, 600
7696, 0, 600, 500
7697, 0, 600, 500
7698, 100, 600, 500
7699, 0, 600, 600
7700, 0, 600, 500
7701, 100, 600, 500
7702, 100, 700, 600
7703, 0, 900, 500
7704, 100, 600, 600
7705, 0, 600, 500
7706, 100, 600, 500
7707, 0, 600, 500
7708, 0, 600, 500
7709, 100, 700, 1000
7710, 100, 600, 500
7711, 0, 600, 500
7712, 100, 700, 600
7713, 100, 600, 500
7714, 0, 600, 500
7715, 100, 600, 500
7716, 0, 700, 500
7717, 100, 600, 500
7718, 100, 700, 600
7719, 100, 700, 500
7720, 100, 600, 600
7721, 0, 600, 500
7722, 0, 600, 600
7723, 0, 500, 500
7724, 0, 600, 500
7725, 0, 600, 500
7726, 100, 13400, 6100
7727, 400, 3700, 1000
7728, 100, 700, 600
7729, 0, 600, 600
7730, 100, 600, 500
7731, 0, 600, 500
7732, 0, 600, 600
7733, 0, 600, 600
7734, 0, 600, 500
7735, 100, 600, 500
7736, 0, 600, 600
7737, 100, 600, 600
7738, 0, 600, 500
7739, 0, 600, 500
7740, 0, 600, 500
7741, 0, 600, 500
7742, 100, 600, 600
7743, 200, 8100, 600
7744, 200, 2600, 800
7745, 100, 600, 500
7746, 0, 500, 500
7747, 100, 600, 600
7748, 0, 600, 600
7749, 0, 600, 600
7750, 0, 600, 600
7751, 0, 800, 500
7752, 100, 600, 600
7753, 100, 600, 600
7754, 0, 500, 500
7755, 100, 600, 1000
7756, 0, 600, 600
7757, 0, 600, 500
7758, 100, 600, 600
7759, 0, 600, 600
7760, 0, 700, 500
7761, 0, 600, 500
7762, 0, 600, 800
7763, 0, 700, 500
7764, 100, 600, 600
7765, 0, 600, 500
7766, 100, 700, 600
7767, 100, 600, 600
7768, 0, 600, 500
7769, 0, 700, 600
7770, 0, 600, 600
7771, 0, 600, 500
7772, 100, 700, 500
7773, 0, 600, 500
7774, 100, 600, 600
7775, 100, 700, 600
7776, 100, 600, 500
7777, 100, 600, 600
7778, 0, 600, 600
7779, 0, 600, 600
7780, 100, 600, 500
7781, 0, 600, 500
7782, 0, 600, 600
7783, 0, 600, 600
7784, 0, 700, 500
7785, 100, 600, 500
7786, 100, 1100, 600
7787, 100, 600, 500
7788, 100, 600, 900
7789, 100, 900, 600
7790, 0, 700, 500
7791, 100, 600, 600
7792, 100, 600, 500
7793, 100, 600, 500
7794, 0, 600, 500
7795, 0, 500, 500
7796, 0, 600, 500
7797, 100, 600, 600
7798, 0, 600, 500
7799, 0, 900, 500
7800, 100, 600, 600
7801, 100, 600, 600
7802, 100, 600, 600
7803, 100, 600, 600
7804, 0, 600, 500
7805, 100, 700, 1900
7806, 0, 600, 600
7807, 100, 600, 600
7808, 0, 600, 600
7809, 0, 600, 500
7810, 0, 600, 600
7811, 100, 600, 500
7812, 100, 600, 500
7813, 0, 600, 600
7814, 100, 700, 500
7815, 0, 600, 600
7816, 100, 600, 500
7817, 100, 600, 500
7818, 0, 600, 500
7819, 0, 600, 500
7820, 100, 600, 500
7821, 0, 600, 500
7822, 100, 600, 600
7823, 0, 600, 500
7824, 0, 600, 500
7825, 0, 600, 500
7826, 0, 500, 500
7827, 100, 600, 500
7828, 0, 600, 600
7829, 100, 600, 600
7830, 100, 600, 600
7831, 0, 600, 600
7832, 100, 600, 600
7833, 100, 700, 2200
7834, 100, 600, 500
7835, 0, 600, 500
7836, 0, 500, 1500
7837, 100, 600, 1000
7838, 100, 600, 500
7839, 0, 600, 1300
7840, 0, 600, 500
7841, 0, 600, 500
7842, 0, 600, 1400
7843, 0, 600, 500
7844, 0, 600, 500
7845, 0, 600, 1400
7846, 0, 600, 500
7847, 100, 600, 600
7848, 0, 600, 1600
7849, 0, 600, 500
7850, 100, 600, 600
7851, 100, 600, 1300
7852, 0, 600, 900
7853, 0, 600, 600
7854, 0, 10000, 3100
7855, 0, 600, 500
7856, 200, 2200, 600
7857, 0, 1600, 500
7858, 0, 500, 500
7859, 0, 600, 400
7860, 100, 1400, 1800
7861, 0, 500, 500
7862, 100, 600, 500
7863, 100, 1400, 500
7864, 100, 900, 500
7865, 100, 600, 500
7866, 100, 1500, 400
7867, 0, 500, 500
7868, 0, 600, 400
7869, 0, 1400, 500
7870, 0, 500, 500
7871, 0, 500, 400
7872, 0, 1200, 500
7873, 100, 600, 400
7874, 100, 500, 500
7875, 0, 1400, 500
7876, 100, 500, 500
7877, 100, 600, 400
7878, 0, 1400, 500
7879, 100, 500, 400
7880, 0, 500, 500
7881, 100, 1400, 500
7882, 100, 600, 400
7883, 100, 500, 500
7884, 0, 1300, 400
7885, 100, 600, 400
7886, 0, 600, 500
7887, 0, 1400, 400
7888, 100, 500, 500
7889, 0, 500, 500
7890, 0, 1500, 500
7891, 0, 500, 500
7892, 100, 500, 400
7893, 100, 1300, 400
7894, 0, 500, 500
7895, 100, 500, 800
7896, 0, 1400, 500
7897, 0, 500, 400
7898, 100, 800, 900
7899, 0, 1400, 500
7900, 0, 600, 500
7901, 0, 600, 400
7902, 100, 1400, 500
7903, 100, 500, 400
7904, 0, 600, 500
7905, 100, 1400, 500
7906, 100, 500, 400
7907, 100, 500, 500
7908, 0, 1500, 500
7909, 100, 500, 500
7910, 100, 500, 400
7911, 0, 1500, 500
7912, 0, 500, 500
7913, 0, 600, 400
7914, 100, 1400, 500
7915, 100, 500, 400
7916, 0, 500, 500
7917, 0, 1400, 400
7918, 0, 500, 500
7919, 100, 500, 500
7920, 100, 1800, 500
7921, 100, 500, 500
7922, 100, 600, 500
7923, 100, 1400, 500
7924, 0, 500, 400
7925, 0, 600, 500
7926, 0, 1300, 500
7927, 0, 500, 500
7928, 100, 500, 400
7929, 100, 1400, 400
7930, 0, 600, 500
7931, 100, 700, 800
7932, 0, 1400, 500
7933, 100, 500, 500
7934, 0, 600, 400
7935, 100, 1400, 22700
7936, 400, 4900, 78700
7937, 100, 1300, 800
7938, 0, 500, 400
7939, 100, 500, 1400
7940, 0, 500, 500
7941, 100, 500, 400
7942, 100, 1400, 500
7943, 100, 500, 400
7944, 0, 600, 400
7945, 100, 1400, 500
7946, 0, 500, 400
7947, 100, 500, 500
7948, 0, 1400, 500
7949, 0, 500, 500
7950, 100, 500, 500
7951, 100, 1400, 500
7952, 0, 500, 400
7953, 0, 500, 400
7954, 100, 1300, 500
7955, 0, 600, 500
7956, 100, 500, 500
7957, 100, 1300, 500
7958, 0, 600, 500
7959, 0, 1000, 700
7960, 0, 1400, 500
7961, 100, 600, 400
7962, 0, 500, 500
7963, 0, 600, 500
7964, 100, 500, 1300
7965, 0, 500, 400
7966, 100, 500, 400
7967, 0, 500, 1300
7968, 100, 500, 400
7969, 0, 600, 400
7970, 0, 500, 1300
7971, 0, 500, 400
7972, 0, 600, 400
7973, 100, 500, 1300
7974, 0, 500, 400
7975, 0, 500, 400
7976, 0, 600, 1300
7977, 100, 500, 500
7978, 0, 500, 500
7979, 100, 500, 1400
7980, 100, 500, 500
7981, 0, 500, 500
7982, 0, 600, 1200
7983, 100, 500, 500
7984, 0, 500, 500
7985, 0, 700, 1600
7986, 0, 1200, 500
7987, 100, 500, 500
7988, 100, 500, 1300
7989, 0, 600, 400
7990, 100, 500, 400
7991, 0, 600, 1300
7992, 100, 1100, 400
7993, 0, 500, 400
7994, 0, 500, 1300
7995, 100, 500, 500
7996, 100, 500, 500
7997, 0, 500, 1300
7998, 100, 500, 400
7999, 100, 500, 400
8000, 0, 500, 1300
8001, 0, 500, 500
8002, 100, 500, 500
8003, 0, 600, 1300
8004, 100, 900, 500
8005, 100, 600, 500
8006, 0, 500, 1300
8007, 0, 500, 500
8008, 100, 500, 500
8009, 100, 500, 1300
8010, 0, 500, 400
8011, 100, 500, 1000
8012, 0, 600, 1400
8013, 0, 500, 500
8014, 0, 500, 500
8015, 100, 500, 1300
8016, 100, 500, 400
8017, 0, 600, 400
8018, 100, 500, 1600
8019, 100, 500, 400
8020, 100, 500, 500
8021, 0, 500, 1300
8022, 100, 500, 400
8023, 100, 800, 500
8024, 200, 2100, 1500
8025, 0, 500, 500
8026, 100, 500, 500
8027, 0, 500, 1300
8028, 100, 500, 500
8029, 100, 500, 500
8030, 0, 500, 1300
8031, 100, 500, 500
8032, 0, 500, 500
8033, 0, 500, 1400
8034, 100, 500, 400
8035, 100, 500, 500
8036, 100, 500, 1300
8037, 0, 500, 500
8038, 0, 600, 500
8039, 0, 500, 1400
8040, 0, 500, 500
8041, 0, 500, 500
8042, 100, 500, 1400
8043, 100, 500, 400
8044, 100, 500, 500
8045, 100, 500, 1500
8046, 100, 500, 600
8047, 0, 500, 500
8048, 100, 500, 1500
8049, 100, 500, 500
8050, 100, 500, 400
8051, 0, 500, 1500
8052, 0, 600, 500
8053, 100, 500, 400
8054, 100, 500, 1200
8055, 100, 500, 400
8056, 100, 500, 500
8057, 0, 600, 1200
8058, 0, 500, 500
8059, 0, 500, 400
8060, 100, 500, 1300
8061, 100, 500, 500
8062, 0, 500, 500
8063, 0, 500, 1300
8064, 0, 600, 500
8065, 100, 500, 400
8066, 0, 1400, 600
8067, 0, 500, 400
8068, 100, 500, 500
8069, 0, 1300, 600
8070, 100, 500, 400
8071, 0, 500, 500
8072, 0, 1300, 500
8073, 100, 600, 500
8074, 0, 500, 500
8075, 100, 1200, 500
8076, 100, 500, 500
8077, 100, 500, 400
8078, 100, 1300, 500
8079, 100, 500, 400
8080, 0, 500, 500
8081, 0, 500, 1200
8082, 0, 600, 400
8083, 0, 500, 400
8084, 0, 600, 1200
8085, 0, 500, 500
8086, 0, 600, 900
8087, 0, 1300, 500
8088, 0, 500, 500
8089, 100, 500, 600
8090, 0, 1300, 500
8091, 100, 500, 400
8092, 0, 500, 500
8093, 100, 1300, 500
8094, 100, 500, 400
8095, 100, 500, 400
8096, 100, 1500, 500
8097, 100, 500, 400
8098, 0, 500, 400
8099, 0, 1400, 500
8100, 100, 500, 400
8101, 0, 500, 500
8102, 0, 1300, 500
8103, 0, 600, 400
8104, 0, 700, 500
8105, 0, 1300, 500
8106, 100, 600, 500
8107, 100, 1400, 500
8108, 0, 1400, 500
8109, 100, 500, 500
8110, 0, 500, 400
8111, 0, 1400, 400
8112, 0, 500, 500
8113, 0, 600, 500
8114, 0, 1500, 500
8115, 100, 500, 400
8116, 700, 17700, 3400
8117, 100, 3000, 600
8118, 0, 500, 500
8119, 100, 600, 400
8120, 0, 3600, 2300
8121, 100, 500, 1300
8122, 0, 500, 500
8123, 100, 500, 500
8124, 0, 500, 1200
8125, 0, 500, 500
8126, 100, 500, 400
8127, 0, 500, 1300
8128, 100, 500, 500
8129, 0, 700, 900
8130, 0, 500, 1600
8131, 100, 500, 500
8132, 100, 500, 500
8133, 0, 500, 1300
8134, 0, 500, 400
8135, 0, 600, 500
8136, 100, 500, 1300
8137, 100, 500, 400
8138, 100, 600, 500
8139, 0, 600, 1200
8140, 0, 500, 400
8141, 0, 500, 500
8142, 0, 600, 1300
8143, 0, 600, 400
8144, 100, 500, 400
8145, 0, 500, 1400
8146, 100, 500, 500
8147, 0, 500, 500
8148, 0, 500, 1200
8149, 0, 600, 500
8150, 100, 500, 400
8151, 0, 500, 1300
8152, 0, 500, 500
8153, 0, 500, 500
8154, 100, 500, 1600
8155, 100, 700, 400
8156, 100, 500, 400
8157, 0, 600, 1300
8158, 0, 500, 400
8159, 0, 500, 400
8160, 100, 500, 1300
8161, 100, 600, 500
8162, 100, 600, 500
8163, 100, 500, 1700
8164, 0, 500, 400
8165, 100, 500, 400
8166, 100, 500, 1400
8167, 100, 500, 500
8168, 0, 600, 400
8169, 0, 500, 1400
8170, 0, 500, 500
8171, 0, 500, 400
8172, 100, 500, 1400
8173, 0, 500, 500
8174, 0, 600, 500
8175, 100, 500, 1200
8176, 0, 500, 500
8177, 0, 500, 500
8178, 0, 600, 1400
8179, 0, 600, 400
8180, 100, 500, 500
8181, 100, 500, 1300
8182, 0, 500, 500
8183, 100, 500, 500
8184, 0, 500, 1300
8185, 0, 500, 500
8186, 100, 500, 400
8187, 100, 500, 1400
8188, 100, 500, 500
8189, 0, 500, 400
8190, 0, 500, 1400
8191, 100, 500, 500
8192, 0, 500, 500
8193, 0, 500, 2000
8194, 0, 500, 400
8195, 0, 500, 500
8196, 100, 500, 1400
8197, 100, 500, 500
8198, 0, 600, 400
8199, 0, 600, 400
8200, 0, 500, 400
8201, 0, 600, 400
8202, 0, 600, 400
8203, 100, 500, 400
8204, 0, 500, 400
8205, 100, 600, 400
8206, 100, 500, 500
8207, 0, 500, 400
8208, 0, 700, 400
8209, 100, 500, 600
8210, 0, 500, 500
8211, 0, 500, 400
8212, 0, 500, 500
8213, 100, 1600, 500
8214, 100, 500, 500
8215, 0, 500, 500
8216, 0, 500, 500
8217, 100, 500, 400
8218, 0, 500, 500
8219, 0, 500, 400
8220, 0, 500, 500
8221, 100, 500, 400
8222, 0, 500, 400
8223, 0, 500, 500
8224, 0, 500, 500
8225, 100, 500, 500
8226, 100, 600, 400
8227, 0, 500, 500
8228, 100, 500, 400
8229, 0, 500, 400
8230, 0, 500, 500
8231, 100, 500, 500
8232, 0, 500, 400
8233, 0, 500, 500
8234, 100, 600, 500
8235, 0, 500, 500
8236, 0, 500, 500
8237, 0, 600, 500
8238, 100, 500, 500
8239, 0, 500, 400
8240, 0, 500, 500
8241, 100, 800, 500
8242, 0, 500, 400
8243, 0, 500, 500
8244, 100, 500, 400
8245, 0, 600, 400
8246, 0, 500, 500
8247, 0, 500, 400
8248, 0, 500, 500
8249, 0, 500, 14800
8250, 200, 4300, 1100
8251, 0, 600, 500
8252, 0, 600, 500
8253, 100, 600, 400
8254, 0, 600, 400
8255, 0, 500, 400
8256, 0, 500, 500
8257, 100, 500, 400
8258, 100, 600, 500
8259, 0, 500, 400
8260, 200, 1500, 500
8261, 100, 600, 400
8262, 0, 500, 500
8263, 100, 500, 500
8264, 100, 500, 400
8265, 100, 500, 500
8266, 0, 500, 400
8267, 100, 1500, 1100
8268, 0, 2300, 1400
8269, 0, 600, 500
8270, 1500, 1600, 500
8271, 100, 500, 400
8272, 200, 1500, 400
8273, 100, 2300, 1200
8274, 200, 1600, 2900
8275, 200, 1500, 500
8276, 200, 2600, 1700
8277, 100, 800, 400
8278, 100, 1800, 500
8279, 100, 600, 400
8280, 0, 500, 500
8281, 0, 500, 500
8282, 100, 500, 400
8283, 100, 500, 400
8284, 0, 500, 500
8285, 0, 600, 400
8286, 0, 500, 500
8287, 0, 500, 500
8288, 100, 500, 500
8289, 0, 500, 500
8290, 0, 500, 400
8291, 0, 500, 500
8292, 100, 500, 500
8293, 0, 500, 500
8294, 100, 500, 400
8295, 100, 500, 400
8296, 100, 500, 400
8297, 0, 600, 500
8298, 100, 500, 400
8299, 0, 600, 400
8300, 0, 600, 800
8301, 0, 900, 500
8302, 100, 500, 400
8303, 0, 500, 400
8304, 100, 600, 400
8305, 100, 500, 400
8306, 100, 500, 400
8307, 100, 500, 400
8308, 0, 500, 400
8309, 0, 500, 400
8310, 0, 600, 500
8311, 0, 600, 500
8312, 100, 500, 500
8313, 0, 500, 400
8314, 100, 500, 400
8315, 100, 500, 400
8316, 100, 500, 400
8317, 100, 500, 400
8318, 100, 500, 400
8319, 100, 500, 500
8320, 0, 500, 400
8321, 100, 500, 400
8322, 100, 500, 500
8323, 0, 500, 500
8324, 0, 500, 400
8325, 100, 500, 400
8326, 100, 500, 400
8327, 100, 500, 500
8328, 100, 500, 400
8329, 0, 500, 500
8330, 0, 500, 500
8331, 0, 500, 500
8332, 0, 500, 500
8333, 0, 500, 500
8334, 100, 500, 500
8335, 0, 600, 400
8336, 100, 500, 500
8337, 0, 600, 400
8338, 0, 500, 400
8339, 0, 600, 400
8340, 0, 500, 500
8341, 100, 500, 500
8342, 100, 500, 500
8343, 100, 500, 400
8344, 100, 500, 500
8345, 0, 500, 500
8346, 0, 600, 400
8347, 0, 500, 500
8348, 0, 600, 400
8349, 0, 600, 500
8350, 100, 500, 400
8351, 100, 500, 400
8352, 100, 500, 400
8353, 100, 500, 500
8354, 100, 500, 500
8355, 0, 500, 400
8356, 100, 500, 400
8357, 0, 500, 400
8358, 0, 500, 400
8359, 100, 500, 400
8360, 100, 800, 500
8361, 100, 600, 500
8362, 0, 500, 400
8363, 0, 500, 500
8364, 100, 500, 800
8365, 0, 500, 500
8366, 0, 500, 500
8367, 100, 500, 400
8368, 0, 500, 500
8369, 0, 500, 500
8370, 0, 500, 400
8371, 0, 600, 400
8372, 100, 500, 1200
8373, 0, 500, 500
8374, 100, 500, 400
8375, 100, 500, 500
8376, 100, 1000, 500
8377, 0, 600, 400
8378, 0, 500, 500
8379, 100, 500, 400
8380, 0, 600, 500
8381, 500, 4800, 1300
8382, 100, 700, 500
8383, 0, 1600, 500
8384, 0, 600, 500
8385, 100, 500, 400
8386, 0, 1300, 500
8387, 0, 500, 500
8388, 0, 500, 500
8389, 0, 1300, 500
8390, 0, 500, 400
8391, 0, 500, 500
8392, 100, 1400, 500
8393, 0, 500, 400
8394, 0, 500, 500
8395, 100, 1300, 500
8396, 0, 500, 400
8397, 0, 600, 400
8398, 0, 1300, 500
8399, 0, 500, 400
8400, 0, 600, 400
8401, 100, 1300, 500
8402, 0, 500, 400
8403, 0, 500, 500
8404, 100, 1400, 500
8405, 0, 500, 400
8406, 0, 500, 500
8407, 100, 1600, 1100
8408, 0, 500, 500
8409, 0, 500, 500
8410, 0, 1300, 900
8411, 100, 500, 400
8412, 100, 500, 500
8413, 100, 600, 500
8414, 100, 500, 400
8415, 100, 500, 500
8416, 100, 500, 500
8417, 0, 600, 500
8418, 0, 500, 500
8419, 100, 500, 500
8420, 100, 500, 500
8421, 100, 500, 500
8422, 0, 500, 500
8423, 100, 600, 500
8424, 100, 500, 500
8425, 0, 500, 500
8426, 100, 500, 400
8427, 0, 500, 500
8428, 100, 600, 500
8429, 0, 500, 500
8430, 100, 500, 500
8431, 100, 500, 500
8432, 0, 500, 500
8433, 0, 500, 400
8434, 100, 500, 500
8435, 0, 500, 500
8436, 100, 500, 400
8437, 0, 600, 400
8438, 0, 500, 500
8439, 100, 500, 400
8440, 0, 500, 500
8441, 0, 500, 500
8442, 0, 500, 500
8443, 100, 500, 900
8444, 100, 600, 500
8445, 100, 500, 400
8446, 0, 500, 400
8447, 0, 500, 1500
8448, 0, 500, 40500
8449, 100, 1000, 600
8450, 0, 500, 400
8451, 0, 500, 500
8452, 100, 500, 400
8453, 0, 1800, 500
8454, 100, 500, 500
8455, 0, 600, 500
8456, 0, 1400, 600
8457, 100, 600, 400
8458, 0, 600, 400
8459, 100, 1400, 400
8460, 0, 500, 500
8461, 100, 500, 500
8462, 0, 1400, 500
8463, 100, 500, 400
8464, 100, 500, 500
8465, 100, 1500, 500
8466, 0, 600, 500
8467, 0, 500, 500
8468, 100, 1500, 500
8469, 100, 500, 500
8470, 0, 500, 500
8471, 100, 1800, 800
8472, 0, 600, 500
8473, 100, 500, 500
8474, 100, 1500, 500
8475, 100, 500, 500
8476, 0, 500, 500
8477, 100, 1500, 500
8478, 0, 500, 500
8479, 100, 500, 400
8480, 0, 1700, 500
8481, 100, 500, 500
8482, 100, 500, 400
8483, 0, 1400, 500
8484, 0, 500, 500
8485, 0, 500, 500
8486, 0, 1700, 500
8487, 100, 500, 1300
8488, 100, 600, 400
8489, 0, 1600, 500
8490, 0, 500, 1300
8491, 100, 500, 400
8492, 0, 1500, 500
8493, 0, 500, 1200
8494, 0, 600, 500
8495, 0, 1600, 400
8496, 0, 500, 400
8497, 0, 600, 500
8498, 0, 1300, 500
8499, 100, 500, 400
8500, 100, 500, 400
8501, 100, 1400, 500
8502, 100, 500, 400
8503, 100, 500, 400
8504, 0, 1600, 500
8505, 0, 600, 400
8506, 0, 500, 500
8507, 200, 900, 500
8508, 0, 500, 1300
8509, 0, 500, 500
8510, 0, 600, 500
8511, 0, 500, 1300
8512, 0, 500, 500
8513, 0, 500, 500
8514, 100, 600, 1700
8515, 100, 600, 500
8516, 0, 1300, 500
8517, 0, 600, 1300
8518, 0, 500, 500
8519, 0, 600, 500
8520, 0, 500, 1300
8521, 0, 600, 500
8522, 100, 600, 400
8523, 0, 500, 1800
8524, 100, 500, 500
8525, 100, 1400, 400
8526, 0, 500, 1400
8527, 100, 500, 500
8528, 0, 600, 500
8529, 0, 500, 1400
8530, 0, 600, 800
8531, 100, 600, 500
8532, 100, 500, 1500
8533, 100, 500, 500
8534, 0, 500, 500
8535, 100, 900, 1300
8536, 100, 500, 400
8537, 100, 600, 400
8538, 0, 500, 1200
8539, 0, 500, 500
8540, 0, 500, 500
8541, 0, 500, 1300
8542, 0, 500, 500
8543, 0, 800, 400
8544, 0, 500, 1400
8545, 100, 500, 400
8546, 0, 500, 500
8547, 0, 500, 1200
8548, 0, 500, 500
8549, 300, 20500, 9100
8550, 100, 800, 1700
8551, 0, 500, 500
8552, 100, 500, 400
8553, 0, 500, 1300
8554, 100, 500, 500
8555, 0, 500, 500
8556, 100, 500, 1400
8557, 0, 500, 400
8558, 0, 500, 500
8559, 0, 500, 1300
8560, 100, 500, 400
8561, 0, 500, 400
8562, 0, 500, 1500
8563, 0, 500, 500
8564, 0, 500, 400
8565, 100, 500, 1100
8566, 0, 500, 500
8567, 100, 500, 400
8568, 100, 500, 1300
8569, 0, 500, 500
8570, 100, 2000, 2500
8571, 100, 1500, 500
8572, 100, 500, 400
8573, 0, 500, 500
8574, 100, 1300, 400
8575, 0, 500, 500
8576, 0, 600, 500
8577, 100, 1300, 500
8578, 100, 500, 400
8579, 500, 5200, 1200
8580, 100, 1700, 500
8581, 0, 600, 500
8582, 100, 500, 600
8583, 0, 1500, 400
8584, 100, 500, 500
8585, 100, 600, 400
8586, 100, 1800, 500
8587, 0, 500, 400
8588, 0, 500, 500
8589, 0, 1400, 500
8590, 100, 500, 500
8591, 600, 4900, 1200
8592, 400, 4400, 800
8593, 100, 27700, 16700
8594, 100, 2000, 600
8595, 0, 500, 500
8596, 0, 500, 500
8597, 100, 500, 400
8598, 100, 500, 1600
8599, 0, 500, 400
8600, 100, 500, 400
8601, 0, 500, 400
8602, 100, 500, 500
8603, 0, 600, 400
8604, 0, 500, 500
8605, 100, 500, 400
8606, 100, 500, 500
8607, 100, 500, 400
8608, 0, 500, 400
8609, 0, 600, 500
8610, 100, 600, 400
8611, 0, 500, 400
8612, 0, 500, 500
8613, 0, 500, 500
8614, 100, 500, 500
8615, 100, 500, 400
8616, 0, 600, 400
8617, 0, 500, 400
8618, 100, 500, 400
8619, 0, 500, 400
8620, 100, 500, 500
8621, 100, 500, 500
8622, 0, 500, 500
8623, 100, 500, 500
8624, 100, 500, 400
8625, 0, 500, 400
8626, 100, 500, 500
8627, 100, 500, 500
8628, 100, 500, 400
8629, 100, 500, 400
8630, 0, 500, 400
8631, 100, 500, 400
8632, 300, 3000, 700
8633, 0, 500, 400
8634, 100, 500, 500
8635, 100, 600, 500
8636, 100, 500, 500
8637, 0, 500, 500
8638, 400, 3300, 900
8639, 0, 600, 500
8640, 100, 600, 500
8641, 0, 500, 400
8642, 0, 500, 2600
8643, 100, 600, 500
8644, 100, 500, 400
8645, 100, 500, 400
8646, 100, 500, 500
8647, 100, 500, 400
8648, 100, 500, 400
8649, 100, 600, 500
8650, 0, 500, 400
8651, 0, 500, 500
8652, 0, 500, 500
8653, 0, 600, 400
8654, 0, 600, 500
8655, 0, 500, 500
8656, 100, 500, 500
8657, 100, 500, 400
8658, 0, 500, 500
8659, 0, 500, 400
8660, 100, 500, 400
8661, 100, 500, 400
8662, 100, 500, 400
8663, 100, 500, 400
8664, 100, 500, 400
8665, 100, 500, 400
8666, 100, 500, 400
8667, 100, 500, 400
8668, 100, 500, 400
8669, 0, 600, 400
8670, 0, 600, 400
8671, 100, 600, 400
8672, 100, 500, 500
8673, 0, 500, 500
8674, 100, 500, 500
8675, 0, 500, 500
8676, 0, 500, 500
8677, 0, 500, 500
8678, 100, 500, 500
8679, 100, 500, 400
8680, 100, 500, 400
8681, 100, 500, 500
8682, 100, 500, 400
8683, 100, 500, 400
8684, 100, 500, 500
8685, 100, 500, 500
8686, 100, 500, 400
8687, 100, 500, 400
8688, 100, 500, 500
8689, 100, 500, 500
8690, 100, 500, 500
8691, 100, 500, 400
8692, 100, 500, 400
8693, 0, 600, 500
8694, 0, 500, 400
8695, 100, 500, 500
8696, 100, 500, 500
8697, 100, 500, 400
8698, 100, 500, 400
8699, 100, 500, 500
8700, 0, 500, 500
8701, 0, 500, 400
8702, 100, 500, 400
8703, 0, 600, 400
8704, 100, 800, 700
8705, 100, 600, 800
8706, 100, 500, 400
8707, 100, 500, 500
8708, 100, 500, 500
8709, 100, 500, 500
8710, 100, 500, 500
8711, 100, 500, 500
8712, 0, 500, 400
8713, 0, 600, 400
8714, 0, 500, 400
8715, 100, 500, 400
8716, 100, 500, 500
8717, 0, 500, 500
8718, 100, 500, 500
8719, 0, 500, 500
8720, 100, 500, 400
8721, 100, 500, 400
8722, 100, 500, 400
8723, 100, 500, 400
8724, 100, 500, 400
8725, 0, 500, 400
8726, 100, 500, 400
8727, 100, 500, 400
8728, 100, 500, 500
8729, 0, 600, 400
8730, 0, 600, 400
8731, 0, 500, 500
8732, 0, 500, 400
8733, 100, 500, 400
8734, 0, 500, 400
8735, 0, 600, 400
8736, 100, 500, 500
8737, 0, 600, 400
8738, 300, 2700, 900
8739, 100, 600, 600
8740, 0, 600, 600
8741, 0, 600, 500
8742, 100, 500, 500
8743, 100, 500, 500
8744, 0, 500, 400
8745, 0, 500, 500
8746, 0, 500, 400
8747, 0, 500, 500
8748, 100, 500, 500
8749, 100, 500, 400
8750, 0, 500, 500
8751, 0, 500, 400
8752, 0, 500, 400
8753, 100, 600, 400
8754, 0, 600, 500
8755, 0, 600, 400
8756, 0, 500, 400
8757, 100, 500, 500
8758, 100, 600, 400
8759, 0, 600, 400
8760, 0, 500, 500
8761, 100, 500, 400
8762, 0, 500, 400
8763, 0, 500, 400
8764, 0, 500, 500
8765, 100, 500, 400
8766, 0, 500, 400
8767, 0, 600, 400
8768, 0, 500, 500
